image1.png,|     species
0  Bari2_062|
image2849.png,|     species
0  Bari2_062|
image2850.png,|     species
0  Bari2_062|
image2851.png,|     species
0  Bari2_062|
image2852.png,|     species
0  Bari2_062|
image2853.png,|     species
0  Bari2_062|
image2854.png,|     species
0  Bari2_062|
image2855.png,|     species
0  Bari2_062|
image2856.png,|     species
0  Bari2_062|
image2857.png,|     species
0  Bari2_062|
image2858.png,|     species
0  Bari2_062|
image2859.png,|     species
0  Bari2_062|
image2860.png,|     species
0  Bari2_062|
image2861.png,|     species
0  Bari2_062|
image2862.png,|     species
0  Bari2_062|
image2863.png,|     species
0  Bari2_062|
image2864.png,|     species
0  Bari2_062|
image2865.png,|     species
0  Bari2_062|
image2866.png,|     species
0  Bari2_062|
image2867.png,|     species
0  Bari2_062|
image2868.png,|     species
0  Bari2_062|
image2869.png,|     species
0  Bari2_062|
image2870.png,|     species
0  Bari2_062|
image2871.png,|     species
0  Bari2_062|
image2872.png,|     species
0  Bari2_062|
image2873.png,|     species
0  Bari2_062|
image2874.png,|     species
0  Bari2_062|
image2875.png,|     species
0  Bari2_062|
image2876.png,|     species
0  Bari2_062|
image2877.png,|     species
0  Bari2_062|
image2878.png,|     species
0  Bari2_062|
image2879.png,|     species
0  Bari2_062|
image2880.png,|     species
0  Bari2_062|
image2881.png,|     species
0  Bari2_062|
image2882.png,|     species
0  Bari2_062|
image2883.png,|     species
0  Bari2_062|
image2884.png,|     species
0  Bari2_062|
image2885.png,|     species
0  Bari2_062|
image2886.png,|     species
0  Bari2_062|
image2887.png,|     species
0  Bari2_062|
image2888.png,|     species
0  Bari2_062|
image2889.png,|     species
0  Bari2_062|
image2890.png,|     species
0  Bari2_062|
image2891.png,|     species
0  Bari2_062|
image2892.png,|     species
0  Bari2_062|
image2893.png,|     species
0  Bari2_062|
image2894.png,|     species
0  Bari2_062|
image2895.png,|     species
0  Bari2_062|
image2896.png,|     species
0  Bari2_062|
image2897.png,|     species
0  Bari2_062|
image2898.png,|     species
0  Bari2_062|
image2899.png,|     species
0  Bari2_062|
image2900.png,|     species
0  Bari2_062|
image2901.png,|     species
0  Bari2_062|
image2902.png,|     species
0  Bari2_062|
image2903.png,|     species
0  Bari2_062|
image2904.png,|     species
0  Bari2_062|
image2905.png,|     species
0  Bari2_062|
image2906.png,|     species
0  Bari2_062|
image2907.png,|     species
0  Bari2_062|
image2908.png,|     species
0  Bari2_062|
image2909.png,|     species
0  Bari2_062|
image2910.png,|     species
0  Bari2_062|
image2911.png,|     species
0  Bari2_062|
image2912.png,|     species
0  Bari2_062|
image2913.png,|     species
0  Bari2_062|
image2914.png,|     species
0  Bari2_062|
image2915.png,|     species
0  Bari2_062|
image2916.png,|     species
0  Bari2_062|
image2917.png,|     species
0  Bari2_062|
image2918.png,|     species
0  Bari2_062|
image2919.png,|     species
0  Bari2_062|
image2920.png,|     species
0  Bari2_062|
image2921.png,|     species
0  Bari2_062|
image2922.png,|     species
0  Bari2_062|
image2923.png,|     species
0  Bari2_062|
image2924.png,|     species
0  Bari2_062|
image2925.png,|     species
0  Bari2_062|
image2926.png,|     species
0  Bari2_062|
image2927.png,|     species
0  Bari2_062|
image2928.png,|     species
0  Bari2_062|
image2929.png,|     species
0  Bari2_062|
image2930.png,|     species
0  Bari2_062|
image2931.png,|     species
0  Bari2_062|
image2932.png,|     species
0  Bari2_062|
image2933.png,|     species
0  Bari2_062|
image2934.png,|     species
0  Bari2_062|
image2935.png,|     species
0  Bari2_062|
image2936.png,|     species
0  Bari2_062|
image2937.png,|     species
0  Bari2_062|
image2938.png,|     species
0  Bari2_062|
image2939.png,|     species
0  Bari2_062|
image2940.png,|     species
0  Bari2_062|
image2941.png,|     species
0  Bari2_062|
image2942.png,|     species
0  Bari2_062|
image2943.png,|     species
0  Bari2_062|
image2944.png,|     species
0  Bari2_062|
image2945.png,|     species
0  Bari2_062|
image2946.png,|     species
0  Bari2_062|
image2947.png,|     species
0  Bari2_062|
image2948.png,|     species
0  Bari2_062|
image2949.png,|     species
0  Bari2_062|
image2950.png,|     species
0  Bari2_062|
image2951.png,|     species
0  Bari2_062|
image2952.png,|     species
0  Bari2_062|
image2953.png,|     species
0  Bari2_062|
image2954.png,|     species
0  Bari2_062|
image2955.png,|     species
0  Bari2_062|
image2956.png,|     species
0  Bari2_062|
image2957.png,|     species
0  Bari2_062|
image2958.png,|     species
0  Bari2_062|
image2959.png,|     species
0  Bari2_062|
image2960.png,|     species
0  Bari2_062|
image2961.png,|     species
0  Bari2_062|
image2962.png,|     species
0  Bari2_062|
image2963.png,|     species
0  Bari2_062|
image2964.png,|     species
0  Bari2_062|
image2965.png,|     species
0  Bari2_062|
image2966.png,|     species
0  Bari2_062|
image2967.png,|     species
0  Bari2_062|
image2968.png,|     species
0  Bari2_062|
image2969.png,|     species
0  Bari2_062|
image2970.png,|     species
0  Bari2_062|
image2971.png,|     species
0  Bari2_062|
image2972.png,|     species
0  Bari2_062|
image2973.png,|     species
0  Bari2_062|
image2974.png,|     species
0  Bari2_062|
image2975.png,|     species
0  Bari2_062|
image2976.png,|     species
0  Bari2_062|
image2977.png,|     species
0  Bari2_062|
image2978.png,|     species
0  Bari2_062|
image2979.png,|     species
0  Bari2_062|
image2980.png,|     species
0  Bari2_062|
image2981.png,|     species
0  Bari2_062|
image2982.png,|     species
0  Bari2_062|
image2983.png,|     species
0  Bari2_062|
image2984.png,|     species
0  Bari2_062|
image2985.png,|     species
0  Bari2_062|
image2986.png,|     species
0  Bari2_062|
image2987.png,|     species
0  Bari2_062|
image2988.png,|     species
0  Bari2_062|
image2989.png,|     species
0  Bari2_062|
image2990.png,|     species
0  Bari2_062|
image2991.png,|     species
0  Bari2_062|
image2992.png,|     species
0  Bari2_062|
image2993.png,|     species
0  Bari2_062|
image2994.png,|     species
0  Bari2_062|
image2995.png,|     species
0  Bari2_062|
image2996.png,|     species
0  Bari2_062|
image2997.png,|     species
0  Bari2_062|
image2998.png,|     species
0  Bari2_062|
image2999.png,|     species
0  Bari2_062|
image3000.png,|     species
0  Bari2_062|
image3001.png,|     species
0  Bari2_062|
image3002.png,|     species
0  Bari2_062|
image3003.png,|     species
0  Bari2_062|
image3004.png,|     species
0  Bari2_062|
image3005.png,|     species
0  Bari2_062|
image3006.png,|     species
0  Bari2_062|
image3007.png,|     species
0  Bari2_062|
image3008.png,|     species
0  Bari2_062|
image3009.png,|     species
0  Bari2_062|
image3010.png,|     species
0  Bari2_062|
image3011.png,|     species
0  Bari2_062|
image3012.png,|     species
0  Bari2_062|
image3013.png,|     species
0  Bari2_062|
image3014.png,|     species
0  Bari2_062|
image3015.png,|     species
0  Bari2_062|
image3016.png,|     species
0  Bari2_062|
image3017.png,|     species
0  Bari2_062|
image3018.png,|     species
0  Bari2_062|
image3019.png,|     species
0  Bari2_062|
image3020.png,|     species
0  Bari2_062|
image3021.png,|     species
0  Bari2_062|
image3022.png,|     species
0  Bari2_062|
image3023.png,|     species
0  Bari2_062|
image3024.png,|     species
0  Bari2_062|
image3025.png,|     species
0  Bari2_062|
image3026.png,|     species
0  Bari2_062|
image3027.png,|     species
0  Bari2_062|
image3028.png,|     species
0  Bari2_062|
image3029.png,|     species
0  Bari2_062|
image3030.png,|     species
0  Bari2_062|
image3031.png,|     species
0  Bari2_062|
image3032.png,|     species
0  Bari2_062|
image3033.png,|     species
0  Bari2_062|
image3034.png,|     species
0  Bari2_062|
image3035.png,|     species
0  Bari2_062|
image3036.png,|     species
0  Bari2_062|
image3037.png,|     species
0  Bari2_062|
image3038.png,|     species
0  Bari2_062|
image3039.png,|     species
0  Bari2_062|
image3040.png,|     species
0  Bari2_062|
image3041.png,|     species
0  Bari2_062|
image3042.png,|     species
0  Bari2_062|
image3043.png,|     species
0  Bari2_062|
image3044.png,|     species
0  Bari2_062|
image3045.png,|     species
0  Bari2_062|
image3046.png,|     species
0  Bari2_062|
image3047.png,|     species
0  Bari2_062|
image3048.png,|     species
0  Bari2_062|
image3049.png,|     species
0  Bari2_062|
image3050.png,|     species
0  Bari2_062|
image3051.png,|     species
0  Bari2_062|
image3052.png,|     species
0  Bari2_062|
image3053.png,|     species
0  Bari2_062|
image3054.png,|     species
0  Bari2_062|
image3055.png,|     species
0  Bari2_062|
image3056.png,|     species
0  Bari2_062|
image3057.png,|     species
0  Bari2_062|
image3058.png,|     species
0  Bari2_062|
image3059.png,|     species
0  Bari2_062|
image3060.png,|     species
0  Bari2_062|
image3061.png,|     species
0  Bari2_062|
image3062.png,|     species
0  Bari2_062|
image3063.png,|     species
0  Bari2_062|
image3064.png,|     species
0  Bari2_062|
image3065.png,|     species
0  Bari2_062|
image3066.png,|     species
0  Bari2_062|
image3067.png,|     species
0  Bari2_062|
image3068.png,|     species
0  Bari2_062|
image3069.png,|     species
0  Bari2_062|
image3070.png,|     species
0  Bari2_062|
image3071.png,|     species
0  Bari2_062|
image3072.png,|     species
0  Bari2_062|
image3073.png,|     species
0  Bari2_062|
image3074.png,|     species
0  Bari2_062|
image3075.png,|     species
0  Bari2_062|
image3076.png,|     species
0  Bari2_062|
image3077.png,|     species
0  Bari2_062|
image3078.png,|     species
0  Bari2_062|
image3079.png,|     species
0  Bari2_062|
image3080.png,|     species
0  Bari2_062|
image3081.png,|     species
0  Bari2_062|
image3082.png,|     species
0  Bari2_062|
image3083.png,|     species
0  Bari2_062|
image3084.png,|     species
0  Bari2_062|
image3085.png,|     species
0  Bari2_062|
image3086.png,|     species
0  Bari2_062|
image3087.png,|     species
0  Bari2_062|
image3088.png,|     species
0  Bari2_062|
image3089.png,|     species
0  Bari2_062|
image3090.png,|     species
0  Bari2_062|
image3091.png,|     species
0  Bari2_062|
image3092.png,|     species
0  Bari2_062|
image3093.png,|     species
0  Bari2_062|
image3094.png,|     species
0  Bari2_062|
image3095.png,|     species
0  Bari2_062|
image3096.png,|     species
0  Bari2_062|
image3097.png,|     species
0  Bari2_062|
image3098.png,|     species
0  Bari2_062|
image3099.png,|     species
0  Bari2_062|
image3100.png,|     species
0  Bari2_062|
image3101.png,|     species
0  Bari2_062|
image3102.png,|     species
0  Bari2_062|
image3103.png,|     species
0  Bari2_062|
image3104.png,|     species
0  Bari2_062|
image3105.png,|     species
0  Bari2_062|
image3106.png,|     species
0  Bari2_062|
image3107.png,|     species
0  Bari2_062|
image3108.png,|     species
0  Bari2_062|
image3109.png,|     species
0  Bari2_062|
image3110.png,|     species
0  Bari2_062|
image3111.png,|     species
0  Bari2_062|
image3112.png,|     species
0  Bari2_062|
image3113.png,|     species
0  Bari2_062|
image3114.png,|     species
0  Bari2_062|
image3115.png,|     species
0  Bari2_062|
image3116.png,|     species
0  Bari2_062|
image3117.png,|     species
0  Bari2_062|
image3118.png,|     species
0  Bari2_062|
image3119.png,|     species
0  Bari2_062|
image3120.png,|     species
0  Bari2_062|
image3121.png,|     species
0  Bari2_062|
image3122.png,|     species
0  Bari2_062|
image3123.png,|     species
0  Bari2_062|
image3124.png,|     species
0  Bari2_062|
image3125.png,|     species
0  Bari2_062|
image3126.png,|     species
0  Bari2_062|
image3127.png,|     species
0  Bari2_062|
image3128.png,|     species
0  Bari2_062|
image3129.png,|     species
0  Bari2_062|
image3130.png,|     species
0  Bari2_062|
image3131.png,|     species
0  Bari2_062|
image3132.png,|     species
0  Bari2_062|
image3133.png,|     species
0  Bari2_062|
image3134.png,|     species
0  Bari2_062|
image3135.png,|     species
0  Bari2_062|
image3136.png,|     species
0  Bari2_062|
image3137.png,|     species
0  Bari2_062|
image3138.png,|     species
0  Bari2_062|
image3139.png,|     species
0  Bari2_062|
image3140.png,|     species
0  Bari2_062|
image3141.png,|     species
0  Bari2_062|
image3142.png,|     species
0  Bari2_062|
image3143.png,|     species
0  Bari2_062|
image3144.png,|     species
0  Bari2_062|
image3145.png,|     species
0  Bari2_062|
image3146.png,|     species
0  Bari2_062|
image3147.png,|     species
0  Bari2_062|
image3148.png,|     species
0  Bari2_062|
image3149.png,|     species
0  Bari2_062|
image3150.png,|     species
0  Bari2_062|
image3151.png,|     species
0  Bari2_062|
image3152.png,|     species
0  Bari2_062|
image3153.png,|     species
0  Bari2_062|
image3154.png,|     species
0  Bari2_062|
image3155.png,|     species
0  Bari2_062|
image3156.png,|     species
0  Bari2_062|
image3157.png,|     species
0  Bari2_062|
image3158.png,|     species
0  Bari2_062|
image3159.png,|     species
0  Bari2_062|
image3160.png,|     species
0  Bari2_062|
image3161.png,|     species
0  Bari2_062|
image3162.png,|     species
0  Bari2_062|
image3163.png,|     species
0  Bari2_062|
image3164.png,|     species
0  Bari2_062|
image3165.png,|     species
0  Bari2_062|
image3166.png,|     species
0  Bari2_062|
image3167.png,|     species
0  Bari2_062|
image3168.png,|     species
0  Bari2_062|
image3169.png,|     species
0  Bari2_062|
image3170.png,|     species
0  Bari2_062|
image3171.png,|     species
0  Bari2_062|
image3172.png,|     species
0  Bari2_062|
image3173.png,|     species
0  Bari2_062|
image3174.png,|     species
0  Bari2_062|
image3175.png,|     species
0  Bari2_062|
image3176.png,|     species
0  Bari2_062|
image3177.png,|     species
0  Bari2_062|
image3178.png,|     species
0  Bari2_062|
image3179.png,|     species
0  Bari2_062|
image3180.png,|     species
0  Bari2_062|
image3181.png,|     species
0  Bari2_062|
image3182.png,|     species
0  Bari2_062|
image3183.png,|     species
0  Bari2_062|
image3184.png,|     species
0  Bari2_062|
image3185.png,|     species
0  Bari2_062|
image3186.png,|     species
0  Bari2_062|
image3187.png,|     species
0  Bari2_062|
image3188.png,|     species
0  Bari2_062|
image3189.png,|     species
0  Bari2_062|
image3190.png,|     species
0  Bari2_062|
image3191.png,|     species
0  Bari2_062|
image3192.png,|     species
0  Bari2_062|
image3193.png,|     species
0  Bari2_062|
image3194.png,|     species
0  Bari2_062|
image3195.png,|     species
0  Bari2_062|
image3196.png,|     species
0  Bari2_062|
image3197.png,|     species
0  Bari2_062|
image3198.png,|     species
0  Bari2_062|
image3199.png,|     species
0  Bari2_062|
image3200.png,|     species
0  Bari2_062|
image3201.png,|     species
0  Bari2_062|
image3202.png,|     species
0  Bari2_062|
image3203.png,|     species
0  Bari2_062|
image3204.png,|     species
0  Bari2_062|
image3205.png,|     species
0  Bari2_062|
image3206.png,|     species
0  Bari2_062|
image3207.png,|     species
0  Bari2_062|
image3208.png,|     species
0  Bari2_062|
image3209.png,|     species
0  Bari2_062|
image3210.png,|     species
0  Bari2_062|
image3211.png,|     species
0  Bari2_062|
image3212.png,|     species
0  Bari2_062|
image3213.png,|     species
0  Bari2_062|
image3214.png,|     species
0  Bari2_062|
image3215.png,|     species
0  Bari2_062|
image3216.png,|     species
0  Bari2_062|
image3217.png,|     species
0  Bari2_062|
image3218.png,|     species
0  Bari2_062|
image3219.png,|     species
0  Bari2_062|
image3220.png,|     species
0  Bari2_062|
image3221.png,|     species
0  Bari2_062|
image3222.png,|     species
0  Bari2_062|
image3223.png,|     species
0  Bari2_062|
image3224.png,|     species
0  Bari2_062|
image3225.png,|     species
0  Bari2_062|
image3226.png,|     species
0  Bari2_062|
image3227.png,|     species
0  Bari2_062|
image3228.png,|     species
0  Bari2_062|
image3229.png,|     species
0  Bari2_062|
image3230.png,|     species
0  Bari2_062|
image3231.png,|     species
0  Bari2_062|
image3232.png,|     species
0  Bari2_062|
image3233.png,|     species
0  Bari2_062|
image3234.png,|     species
0  Bari2_062|
image3235.png,|     species
0  Bari2_062|
image3236.png,|     species
0  Bari2_062|
image3237.png,|     species
0  Bari2_062|
image3238.png,|     species
0  Bari2_062|
image3239.png,|     species
0  Bari2_062|
image3240.png,|     species
0  Bari2_062|
image3241.png,|     species
0  Bari2_062|
image3242.png,|     species
0  Bari2_062|
image3243.png,|     species
0  Bari2_062|
image3244.png,|     species
0  Bari2_062|
image3245.png,|     species
0  Bari2_062|
image3246.png,|     species
0  Bari2_062|
image3247.png,|     species
0  Bari2_062|
image3248.png,|     species
0  Bari2_062|
image3249.png,|     species
0  Bari2_062|
image3250.png,|     species
0  Bari2_062|
image3251.png,|     species
0  Bari2_062|
image3252.png,|     species
0  Bari2_062|
image3253.png,|     species
0  Bari2_062|
image3254.png,|     species
0  Bari2_062|
image3255.png,|     species
0  Bari2_062|
image3256.png,|     species
0  Bari2_062|
image3257.png,|     species
0  Bari2_062|
image3258.png,|     species
0  Bari2_062|
image3259.png,|     species
0  Bari2_062|
image3260.png,|     species
0  Bari2_062|
image3261.png,|     species
0  Bari2_062|
image3262.png,|     species
0  Bari2_062|
image3263.png,|     species
0  Bari2_062|
image3264.png,|     species
0  Bari2_062|
image3265.png,|     species
0  Bari2_062|
image3266.png,|     species
0  Bari2_062|
image3267.png,|     species
0  Bari2_062|
image3268.png,|     species
0  Bari2_062|
image3269.png,|     species
0  Bari2_062|
image3270.png,|     species
0  Bari2_062|
image3271.png,|     species
0  Bari2_062|
image3272.png,|     species
0  Bari2_062|
image3273.png,|     species
0  Bari2_062|
image3274.png,|     species
0  Bari2_062|
image3275.png,|     species
0  Bari2_062|
image3276.png,|     species
0  Bari2_062|
image3277.png,|     species
0  Bari2_062|
image3278.png,|     species
0  Bari2_062|
image3279.png,|     species
0  Bari2_062|
image3280.png,|     species
0  Bari2_062|
image3281.png,|     species
0  Bari2_062|
image3282.png,|     species
0  Bari2_062|
image3283.png,|     species
0  Bari2_062|
image3284.png,|     species
0  Bari2_062|
image3285.png,|     species
0  Bari2_062|
image3286.png,|     species
0  Bari2_062|
image3287.png,|     species
0  Bari2_062|
image3288.png,|     species
0  Bari2_062|
image3289.png,|     species
0  Bari2_062|
image3290.png,|     species
0  Bari2_062|
image3291.png,|     species
0  Bari2_062|
image3292.png,|     species
0  Bari2_062|
image3293.png,|     species
0  Bari2_062|
image3294.png,|     species
0  Bari2_062|
image3295.png,|     species
0  Bari2_062|
image3296.png,|     species
0  Bari2_062|
image3297.png,|     species
0  Bari2_062|
image3298.png,|     species
0  Bari2_062|
image3299.png,|     species
0  Bari2_062|
image3300.png,|     species
0  Bari2_062|
image3301.png,|     species
0  Bari2_062|
image3302.png,|     species
0  Bari2_062|
image3303.png,|     species
0  Bari2_062|
image3304.png,|     species
0  Bari2_062|
image3305.png,|     species
0  Bari2_062|
image3306.png,|     species
0  Bari2_062|
image3307.png,|     species
0  Bari2_062|
image3308.png,|     species
0  Bari2_062|
image3309.png,|     species
0  Bari2_062|
image3310.png,|     species
0  Bari2_062|
image3311.png,|     species
0  Bari2_062|
image3312.png,|     species
0  Bari2_062|
image3313.png,|     species
0  Bari2_062|
image3314.png,|     species
0  Bari2_062|
image3315.png,|     species
0  Bari2_062|
image3316.png,|     species
0  Bari2_062|
image3317.png,|     species
0  Bari2_062|
image3318.png,|     species
0  Bari2_062|
image3319.png,|     species
0  Bari2_062|
image3320.png,|     species
0  Bari2_062|
image3321.png,|     species
0  Bari2_062|
image3322.png,|     species
0  Bari2_062|
image3323.png,|     species
0  Bari2_062|
image3324.png,|     species
0  Bari2_062|
image3325.png,|     species
0  Bari2_062|
image3326.png,|     species
0  Bari2_062|
image3327.png,|     species
0  Bari2_062|
image3328.png,|     species
0  Bari2_062|
image3329.png,|     species
0  Bari2_062|
image3330.png,|     species
0  Bari2_062|
image3331.png,|     species
0  Bari2_062|
image3332.png,|     species
0  Bari2_062|
image3333.png,|     species
0  Bari2_062|
image3334.png,|     species
0  Bari2_062|
image3335.png,|     species
0  Bari2_062|
image3336.png,|     species
0  Bari2_062|
image3337.png,|     species
0  Bari2_062|
image3338.png,|     species
0  Bari2_062|
image3339.png,|     species
0  Bari2_062|
image3340.png,|     species
0  Bari2_062|
image3341.png,|     species
0  Bari2_062|
image3342.png,|     species
0  Bari2_062|
image3343.png,|     species
0  Bari2_062|
image3344.png,|     species
0  Bari2_062|
image3345.png,|     species
0  Bari2_062|
image3346.png,|     species
0  Bari2_062|
image3347.png,|     species
0  Bari2_062|
image3348.png,|     species
0  Bari2_062|
image3349.png,|     species
0  Bari2_062|
image3350.png,|     species
0  Bari2_062|
image3351.png,|     species
0  Bari2_062|
image3352.png,|     species
0  Bari2_062|
image3353.png,|     species
0  Bari2_062|
image3354.png,|     species
0  Bari2_062|
image3355.png,|     species
0  Bari2_062|
image3356.png,|     species
0  Bari2_062|
image3357.png,|     species
0  Bari2_062|
image3358.png,|     species
0  Bari2_062|
image3359.png,|     species
0  Bari2_062|
image3360.png,|     species
0  Bari2_062|
image3361.png,|     species
0  Bari2_062|
image3362.png,|     species
0  Bari2_062|
image3363.png,|     species
0  Bari2_062|
image3364.png,|     species
0  Bari2_062|
image3365.png,|     species
0  Bari2_062|
image3366.png,|     species
0  Bari2_062|
image3367.png,|     species
0  Bari2_062|
image3368.png,|     species
0  Bari2_062|
image3369.png,|     species
0  Bari2_062|
image3370.png,|     species
0  Bari2_062|
image3371.png,|     species
0  Bari2_062|
image3372.png,|     species
0  Bari2_062|
image3373.png,|     species
0  Bari2_062|
image3374.png,|     species
0  Bari2_062|
image3375.png,|     species
0  Bari2_062|
image3376.png,|     species
0  Bari2_062|
image3377.png,|     species
0  Bari2_062|
image3378.png,|     species
0  Bari2_062|
image3379.png,|     species
0  Bari2_062|
image3380.png,|     species
0  Bari2_062|
image3381.png,|     species
0  Bari2_062|
image3382.png,|     species
0  Bari2_062|
image3383.png,|     species
0  Bari2_062|
image3384.png,|     species
0  Bari2_062|
image3385.png,|     species
0  Bari2_062|
image3386.png,|     species
0  Bari2_062|
image3387.png,|     species
0  Bari2_062|
image3388.png,|     species
0  Bari2_062|
image3389.png,|     species
0  Bari2_062|
image3390.png,|     species
0  Bari2_062|
image3391.png,|     species
0  Bari2_062|
image3392.png,|     species
0  Bari2_062|
image3393.png,|     species
0  Bari2_062|
image3394.png,|     species
0  Bari2_062|
image3395.png,|     species
0  Bari2_062|
image3396.png,|     species
0  Bari2_062|
image3397.png,|     species
0  Bari2_062|
image3398.png,|     species
0  Bari2_062|
image3399.png,|     species
0  Bari2_062|
image3400.png,|     species
0  Bari2_062|
image3401.png,|     species
0  Bari2_062|
image3402.png,|     species
0  Bari2_062|
image3403.png,|     species
0  Bari2_062|
image3404.png,|     species
0  Bari2_062|
image3405.png,|     species
0  Bari2_062|
image3406.png,|     species
0  Bari2_062|
image3407.png,|     species
0  Bari2_062|
image3408.png,|     species
0  Bari2_062|
image3409.png,|     species
0  Bari2_062|
image3410.png,|     species
0  Bari2_062|
image3411.png,|     species
0  Bari2_062|
image3412.png,|     species
0  Bari2_062|
image3413.png,|     species
0  Bari2_062|
image3414.png,|     species
0  Bari2_062|
image3415.png,|     species
0  Bari2_062|
image3416.png,|     species
0  Bari2_062|
image3417.png,|     species
0  Bari2_062|
image3418.png,|     species
0  Bari2_062|
image3419.png,|     species
0  Bari2_062|
image3420.png,|     species
0  Bari2_062|
image3421.png,|     species
0  Bari2_062|
image3422.png,|     species
0  Bari2_062|
image3423.png,|     species
0  Bari2_062|
image3424.png,|     species
0  Bari2_062|
image3425.png,|     species
0  Bari2_062|
image3426.png,|     species
0  Bari2_062|
image3427.png,|     species
0  Bari2_062|
image3428.png,|     species
0  Bari2_062|
image3429.png,|     species
0  Bari2_062|
image3430.png,|     species
0  Bari2_062|
image3431.png,|     species
0  Bari2_062|
image3432.png,|     species
0  Bari2_062|
image3433.png,|     species
0  Bari2_062|
image3434.png,|     species
0  Bari2_062|
image3435.png,|     species
0  Bari2_062|
image3436.png,|     species
0  Bari2_062|
image3437.png,|     species
0  Bari2_062|
image3438.png,|     species
0  Bari2_062|
image3439.png,|     species
0  Bari2_062|
image3440.png,|     species
0  Bari2_062|
image3441.png,|     species
0  Bari2_062|
image3442.png,|     species
0  Bari2_062|
image3443.png,|     species
0  Bari2_062|
image3444.png,|     species
0  Bari2_062|
image3445.png,|     species
0  Bari2_062|
image3446.png,|     species
0  Bari2_062|
image3447.png,|     species
0  Bari2_062|
image3448.png,|     species
0  Bari2_062|
image3449.png,|     species
0  Bari2_062|
image3450.png,|     species
0  Bari2_062|
image3451.png,|     species
0  Bari2_062|
image3452.png,|     species
0  Bari2_062|
image3453.png,|     species
0  Bari2_062|
image3454.png,|     species
0  Bari2_062|
image3455.png,|     species
0  Bari2_062|
image3456.png,|     species
0  Bari2_062|
image3457.png,|     species
0  Bari2_062|
image3458.png,|     species
0  Bari2_062|
image3459.png,|     species
0  Bari2_062|
image3460.png,|     species
0  Bari2_062|
image3461.png,|     species
0  Bari2_062|
image3462.png,|     species
0  Bari2_062|
image3463.png,|     species
0  Bari2_062|
image3464.png,|     species
0  Bari2_062|
image3465.png,|     species
0  Bari2_062|
image3466.png,|     species
0  Bari2_062|
image3467.png,|     species
0  Bari2_062|
image3468.png,|     species
0  Bari2_062|
image3469.png,|     species
0  Bari2_062|
image3470.png,|     species
0  Bari2_062|
image3471.png,|     species
0  Bari2_062|
image3472.png,|     species
0  Bari2_062|
image3473.png,|     species
0  Bari2_062|
image3474.png,|     species
0  Bari2_062|
image3475.png,|     species
0  Bari2_062|
image3476.png,|     species
0  Bari2_062|
image3477.png,|     species
0  Bari2_062|
image3478.png,|     species
0  Bari2_062|
image3479.png,|     species
0  Bari2_062|
image3480.png,|     species
0  Bari2_062|
image3481.png,|     species
0  Bari2_062|
image3482.png,|     species
0  Bari2_062|
image3483.png,|     species
0  Bari2_062|
image3484.png,|     species
0  Bari2_062|
image3485.png,|     species
0  Bari2_062|
image3486.png,|     species
0  Bari2_062|
image3487.png,|     species
0  Bari2_062|
image3488.png,|     species
0  Bari2_062|
image3489.png,|     species
0  Bari2_062|
image3490.png,|     species
0  Bari2_062|
image3491.png,|     species
0  Bari2_062|
image3492.png,|     species
0  Bari2_062|
image3493.png,|     species
0  Bari2_062|
image3494.png,|     species
0  Bari2_062|
image3495.png,|     species
0  Bari2_062|
image3496.png,|     species
0  Bari2_062|
image3497.png,|     species
0  Bari2_062|
image3498.png,|     species
0  Bari2_062|
image3499.png,|     species
0  Bari2_062|
image3500.png,|     species
0  Bari2_062|
image3501.png,|     species
0  Bari2_062|
image3502.png,|     species
0  Bari2_062|
image3503.png,|     species
0  Bari2_062|
image3504.png,|     species
0  Bari2_062|
image3505.png,|     species
0  Bari2_062|
image3506.png,|     species
0  Bari2_062|
image3507.png,|     species
0  Bari2_062|
image3508.png,|     species
0  Bari2_062|
image3509.png,|     species
0  Bari2_062|
image3510.png,|     species
0  Bari2_062|
image3511.png,|     species
0  Bari2_062|
image3512.png,|     species
0  Bari2_062|
image3513.png,|     species
0  Bari2_062|
image3514.png,|     species
0  Bari2_062|
image3515.png,|     species
0  Bari2_062|
image3516.png,|     species
0  Bari2_062|
image3517.png,|     species
0  Bari2_062|
image3518.png,|     species
0  Bari2_062|
image3519.png,|     species
0  Bari2_062|
image3520.png,|     species
0  Bari2_062|
image3521.png,|     species
0  Bari2_062|
image3522.png,|     species
0  Bari2_062|
image3523.png,|     species
0  Bari2_062|
image3524.png,|     species
0  Bari2_062|
image3525.png,|     species
0  Bari2_062|
image3526.png,|     species
0  Bari2_062|
image3527.png,|     species
0  Bari2_062|
image3528.png,|     species
0  Bari2_062|
image3529.png,|     species
0  Bari2_062|
image3530.png,|     species
0  Bari2_062|
image3531.png,|     species
0  Bari2_062|
image3532.png,|     species
0  Bari2_062|
image3533.png,|     species
0  Bari2_062|
image3534.png,|     species
0  Bari2_062|
image3535.png,|     species
0  Bari2_062|
image3536.png,|     species
0  Bari2_062|
image3537.png,|     species
0  Bari2_062|
image3538.png,|     species
0  Bari2_062|
image3539.png,|     species
0  Bari2_062|
image3540.png,|     species
0  Bari2_062|
image3541.png,|     species
0  Bari2_062|
image3542.png,|     species
0  Bari2_062|
image3543.png,|     species
0  Bari2_062|
image3544.png,|     species
0  Bari2_062|
image3545.png,|     species
0  Bari2_062|
image3546.png,|     species
0  Bari2_062|
image3547.png,|     species
0  Bari2_062|
